Domain,Base Domain,Canonical URL,Agency,Branch,Participates in DAP?
wwwdasis.samhsa.gov,samhsa.gov,https://wwwdasis.samhsa.gov,Department of Health And Human Services,Executive,No
3dprinting.sandia.gov,sandia.gov,http://3dprinting.sandia.gov,Department of Energy,Executive,No
aces.sandia.gov,sandia.gov,https://aces.sandia.gov,Department of Energy,Executive,No
airborneisr.sandia.gov,sandia.gov,http://airborneisr.sandia.gov,Department of Energy,Executive,No
airwatch.sandia.gov,sandia.gov,https://airwatch.sandia.gov,Department of Energy,Executive,No
anywhere.sandia.gov,sandia.gov,http://anywhere.sandia.gov,Department of Energy,Executive,No
as234snlntz.sandia.gov,sandia.gov,http://as234snlntz.sandia.gov,Department of Energy,Executive,No
aw99snlnt.sandia.gov,sandia.gov,https://aw99snlnt.sandia.gov,Department of Energy,Executive,No
bio.sandia.gov,sandia.gov,http://www.bio.sandia.gov,Department of Energy,Executive,No
bioinformatics.sandia.gov,sandia.gov,http://bioinformatics.sandia.gov,Department of Energy,Executive,No
biosecurity.sandia.gov,sandia.gov,http://biosecurity.sandia.gov,Department of Energy,Executive,No
ca.sandia.gov,sandia.gov,http://www.ca.sandia.gov,Department of Energy,Executive,No
ca60.sandia.gov,sandia.gov,http://ca60.sandia.gov,Department of Energy,Executive,No
ccmelcor.sandia.gov,sandia.gov,http://ccmelcor.sandia.gov,Department of Energy,Executive,No
cert.sandia.gov,sandia.gov,http://cert.sandia.gov,Department of Energy,Executive,No
cg.sandia.gov,sandia.gov,http://cg.sandia.gov,Department of Energy,Executive,No
chemcell.sandia.gov,sandia.gov,http://chemcell.sandia.gov,Department of Energy,Executive,No
cint.sandia.gov,sandia.gov,http://cint.sandia.gov,Department of Energy,Executive,No
cis.sandia.gov,sandia.gov,http://cis.sandia.gov,Department of Energy,Executive,No
clean-air.sandia.gov,sandia.gov,http://clean-air.sandia.gov,Department of Energy,Executive,No
clik.sandia.gov,sandia.gov,http://clik.sandia.gov,Department of Energy,Executive,No
cmc.sandia.gov,sandia.gov,http://www.cmc.sandia.gov,Department of Energy,Executive,No
cobalt.sandia.gov,sandia.gov,http://cobalt.sandia.gov,Department of Energy,Executive,No
code-source.sandia.gov,sandia.gov,http://code-source.sandia.gov,Department of Energy,Executive,No
cognitivescience.sandia.gov,sandia.gov,http://cognitivescience.sandia.gov,Department of Energy,Executive,No
collaborate.sandia.gov,sandia.gov,https://collaborate.sandia.gov,Department of Energy,Executive,No
computing-research.sandia.gov,sandia.gov,https://computing-research.sandia.gov,Department of Energy,Executive,No
computing.sandia.gov,sandia.gov,https://computing.sandia.gov,Department of Energy,Executive,No
connect.sandia.gov,sandia.gov,https://connect.sandia.gov,Department of Energy,Executive,No
crf.sandia.gov,sandia.gov,http://crf.sandia.gov,Department of Energy,Executive,No
csri.sandia.gov,sandia.gov,http://csri.sandia.gov,Department of Energy,Executive,No
cubit.sandia.gov,sandia.gov,https://cubit.sandia.gov,Department of Energy,Executive,No
dakota.sandia.gov,sandia.gov,https://dakota.sandia.gov,Department of Energy,Executive,No
dancer.ca.sandia.gov,sandia.gov,http://dancer.ca.sandia.gov,Department of Energy,Executive,No
detl.sandia.gov,sandia.gov,http://detl.sandia.gov,Department of Energy,Executive,No
dft.sandia.gov,sandia.gov,http://dft.sandia.gov,Department of Energy,Executive,No
dhs-nisac.sandia.gov,sandia.gov,http://dhs-nisac.sandia.gov,Department of Energy,Executive,No
digitalops.sandia.gov,sandia.gov,http://digitalops.sandia.gov,Department of Energy,Executive,No
diversity.ca.sandia.gov,sandia.gov,http://diversity.ca.sandia.gov,Department of Energy,Executive,No
dreamcatchers.sandia.gov,sandia.gov,https://dreamcatchers.sandia.gov,Department of Energy,Executive,No
ecnpassword.sandia.gov,sandia.gov,https://ecnpassword.sandia.gov,Department of Energy,Executive,No
eimstest.sandia.gov,sandia.gov,http://eimstest.sandia.gov,Department of Energy,Executive,No
energy.sandia.gov,sandia.gov,http://energy.sandia.gov,Department of Energy,Executive,Yes
eri.ca.sandia.gov,sandia.gov,http://eri.ca.sandia.gov,Department of Energy,Executive,No
erp.sandia.gov,sandia.gov,https://erp.sandia.gov,Department of Energy,Executive,No
esifusion.sandia.gov,sandia.gov,http://esifusion.sandia.gov,Department of Energy,Executive,No
exit.sandia.gov,sandia.gov,https://exit.sandia.gov,Department of Energy,Executive,No
experiment.sandia.gov,sandia.gov,https://experiment.sandia.gov,Department of Energy,Executive,No
fluidflowvisualization.sandia.gov,sandia.gov,http://fluidflowvisualization.sandia.gov,Department of Energy,Executive,No
foundry.sandia.gov,sandia.gov,http://foundry.sandia.gov,Department of Energy,Executive,No
fuelcell.sandia.gov,sandia.gov,http://fuelcell.sandia.gov,Department of Energy,Executive,No
getscot.sandia.gov,sandia.gov,http://getscot.sandia.gov,Department of Energy,Executive,No
getsocial.sandia.gov,sandia.gov,https://getsocial.sandia.gov,Department of Energy,Executive,No
granta-mi.sandia.gov,sandia.gov,http://granta-mi.sandia.gov,Department of Energy,Executive,No
h2-msm.ca.sandia.gov,sandia.gov,http://h2-msm.ca.sandia.gov,Department of Energy,Executive,No
h2zilla.sandia.gov,sandia.gov,http://h2zilla.sandia.gov,Department of Energy,Executive,No
hashninja.ca.sandia.gov,sandia.gov,https://hashninja.ca.sandia.gov,Department of Energy,Executive,No
hbe.sandia.gov,sandia.gov,http://hbe.sandia.gov,Department of Energy,Executive,No
hekili.ca.sandia.gov,sandia.gov,http://hekili.ca.sandia.gov,Department of Energy,Executive,No
herzberg.ca.sandia.gov,sandia.gov,http://herzberg.ca.sandia.gov,Department of Energy,Executive,No
hmtech.sandia.gov,sandia.gov,https://hmtech.sandia.gov,Department of Energy,Executive,No
hpc.sandia.gov,sandia.gov,http://hpc.sandia.gov,Department of Energy,Executive,No
hpcn-www.ca.sandia.gov,sandia.gov,http://hpcn-www.ca.sandia.gov,Department of Energy,Executive,No
hrfaq.sandia.gov,sandia.gov,https://hrfaq.sandia.gov,Department of Energy,Executive,No
hrprod.sandia.gov,sandia.gov,http://hrprod.sandia.gov,Department of Energy,Executive,No
iaa.sandia.gov,sandia.gov,http://iaa.sandia.gov,Department of Energy,Executive,No
icet.sandia.gov,sandia.gov,http://icet.sandia.gov,Department of Energy,Executive,No
idart.sandia.gov,sandia.gov,http://idart.sandia.gov,Department of Energy,Executive,No
imog.sandia.gov,sandia.gov,http://imog.sandia.gov,Department of Energy,Executive,No
imr.sandia.gov,sandia.gov,http://imr.sandia.gov,Department of Energy,Executive,No
infoexchange.sandia.gov,sandia.gov,http://infoexchange.sandia.gov,Department of Energy,Executive,No
inspire.sandia.gov,sandia.gov,https://inspire.sandia.gov,Department of Energy,Executive,No
ip.sandia.gov,sandia.gov,https://ip.sandia.gov,Department of Energy,Executive,No
isotopecrossroads.sandia.gov,sandia.gov,http://isotopecrossroads.sandia.gov,Department of Energy,Executive,No
jobs.sandia.gov,sandia.gov,http://www.jobs.sandia.gov,Department of Energy,Executive,No
justculture.sandia.gov,sandia.gov,http://justculture.sandia.gov,Department of Energy,Executive,No
lammps.sandia.gov,sandia.gov,http://lammps.sandia.gov,Department of Energy,Executive,No
learning.sandia.gov,sandia.gov,http://learning.sandia.gov,Department of Energy,Executive,No
lighthouse.ca.sandia.gov,sandia.gov,http://lighthouse.ca.sandia.gov,Department of Energy,Executive,No
lighting.sandia.gov,sandia.gov,http://lighting.sandia.gov,Department of Energy,Executive,No
lsimaging.sandia.gov,sandia.gov,http://lsimaging.sandia.gov,Department of Energy,Executive,No
maccs.sandia.gov,sandia.gov,http://maccs.sandia.gov,Department of Energy,Executive,No
mag.ca.sandia.gov,sandia.gov,https://mag.ca.sandia.gov,Department of Energy,Executive,No
mail.ca.sandia.gov,sandia.gov,https://mail.ca.sandia.gov,Department of Energy,Executive,No
mail.sandia.gov,sandia.gov,https://mail.sandia.gov,Department of Energy,Executive,No
map.sandia.gov,sandia.gov,http://map.sandia.gov,Department of Energy,Executive,No
mapreduce.sandia.gov,sandia.gov,http://mapreduce.sandia.gov,Department of Energy,Executive,No
melcor.sandia.gov,sandia.gov,http://melcor.sandia.gov,Department of Energy,Executive,No
melcorwiki.sandia.gov,sandia.gov,http://melcorwiki.sandia.gov,Department of Energy,Executive,No
melzilla.sandia.gov,sandia.gov,http://melzilla.sandia.gov,Department of Energy,Executive,No
mems.sandia.gov,sandia.gov,http://www.mems.sandia.gov,Department of Energy,Executive,No
mfg.sandia.gov,sandia.gov,http://mfg.sandia.gov,Department of Energy,Executive,No
mft.sandia.gov,sandia.gov,http://mft.sandia.gov,Department of Energy,Executive,No
mstc.sandia.gov,sandia.gov,https://mstc.sandia.gov,Department of Energy,Executive,No
netlib.sandia.gov,sandia.gov,http://netlib.sandia.gov,Department of Energy,Executive,No
nice.sandia.gov,sandia.gov,http://nice.sandia.gov,Department of Energy,Executive,No
nirp.sandia.gov,sandia.gov,http://nirp.sandia.gov,Department of Energy,Executive,No
nsrcportal.sandia.gov,sandia.gov,http://nsrcportal.sandia.gov,Department of Energy,Executive,No
nwmp.sandia.gov,sandia.gov,http://nwmp.sandia.gov,Department of Energy,Executive,No
outrage.ca.sandia.gov,sandia.gov,http://outrage.ca.sandia.gov,Department of Energy,Executive,No
ovis.ca.sandia.gov,sandia.gov,https://ovis.ca.sandia.gov,Department of Energy,Executive,No
p2.sandia.gov,sandia.gov,http://p2.sandia.gov,Department of Energy,Executive,No
partnershipsdevelopment.sandia.gov,sandia.gov,https://partnershipsdevelopment.sandia.gov,Department of Energy,Executive,No
peridigm.sandia.gov,sandia.gov,https://peridigm.sandia.gov,Department of Energy,Executive,No
persec.sandia.gov,sandia.gov,http://persec.sandia.gov,Department of Energy,Executive,No
photovoltaics.sandia.gov,sandia.gov,http://photovoltaics.sandia.gov,Department of Energy,Executive,No
pim.sandia.gov,sandia.gov,http://pim.sandia.gov,Department of Energy,Executive,No
pizza.sandia.gov,sandia.gov,http://pizza.sandia.gov,Department of Energy,Executive,No
pointtest.ca.sandia.gov,sandia.gov,http://pointtest.ca.sandia.gov,Department of Energy,Executive,No
powerapi.sandia.gov,sandia.gov,http://powerapi.sandia.gov,Department of Energy,Executive,No
prod.sandia.gov,sandia.gov,http://prod.sandia.gov,Department of Energy,Executive,No
public.ca.sandia.gov,sandia.gov,http://public.ca.sandia.gov,Department of Energy,Executive,No
pvpmc.sandia.gov,sandia.gov,https://pvpmc.sandia.gov,Department of Energy,Executive,No
radtrain.sandia.gov,sandia.gov,http://radtrain.sandia.gov,Department of Energy,Executive,No
rbb.sandia.gov,sandia.gov,http://rbb.sandia.gov,Department of Energy,Executive,No
reliability.sandia.gov,sandia.gov,http://reliability.sandia.gov,Department of Energy,Executive,No
remote-ca-legacy.sandia.gov,sandia.gov,https://remote-ca-legacy.sandia.gov,Department of Energy,Executive,No
remote-ca.sandia.gov,sandia.gov,https://remote-ca.sandia.gov,Department of Energy,Executive,No
remote-cadev.sandia.gov,sandia.gov,https://remote-cadev.sandia.gov,Department of Energy,Executive,No
remote-nm.sandia.gov,sandia.gov,http://remote-nm.sandia.gov,Department of Energy,Executive,No
remote-nmdev.sandia.gov,sandia.gov,http://remote-nmdev.sandia.gov,Department of Energy,Executive,No
remote-son.ca.sandia.gov,sandia.gov,https://remote-son.ca.sandia.gov,Department of Energy,Executive,No
remote.sandia.gov,sandia.gov,http://remote.sandia.gov,Department of Energy,Executive,No
reportville.sandia.gov,sandia.gov,http://reportville.sandia.gov,Department of Energy,Executive,No
robotics.sandia.gov,sandia.gov,http://robotics.sandia.gov,Department of Energy,Executive,No
roswell.ca.sandia.gov,sandia.gov,http://roswell.ca.sandia.gov,Department of Energy,Executive,No
rp-erp.sandia.gov,sandia.gov,https://rp-erp.sandia.gov,Department of Energy,Executive,No
rp-exit80.sandia.gov,sandia.gov,https://rp-exit80.sandia.gov,Department of Energy,Executive,No
rp-hrfaq.sandia.gov,sandia.gov,https://rp-hrfaq.sandia.gov,Department of Energy,Executive,No
rp-partnershipsdevelopment.sandia.gov,sandia.gov,https://rp-partnershipsdevelopment.sandia.gov,Department of Energy,Executive,No
rp-www-irn80.sandia.gov,sandia.gov,https://rp-www-irn80.sandia.gov,Department of Energy,Executive,No
rp.sandia.gov,sandia.gov,http://rp.sandia.gov,Department of Energy,Executive,No
rproxy.sandia.gov,sandia.gov,http://rproxy.sandia.gov,Department of Energy,Executive,No
rsp.sandia.gov,sandia.gov,http://rsp.sandia.gov,Department of Energy,Executive,No
rtc.sandia.gov,sandia.gov,https://rtc.sandia.gov,Department of Energy,Executive,No
rtcdata.sandia.gov,sandia.gov,http://rtcdata.sandia.gov,Department of Energy,Executive,No
sandia.gov,sandia.gov,http://www.sandia.gov,Department of Energy,Executive,No
sarape.sandia.gov,sandia.gov,http://sarape.sandia.gov,Department of Energy,Executive,No
scargo.sandia.gov,sandia.gov,http://scargo.sandia.gov,Department of Energy,Executive,No
scarweb.sandia.gov,sandia.gov,http://scarweb.sandia.gov,Department of Energy,Executive,No
sccmexternal.sandia.gov,sandia.gov,http://sccmexternal.sandia.gov,Department of Energy,Executive,No
search.sandia.gov,sandia.gov,https://search.sandia.gov,Department of Energy,Executive,No
sg.sandia.gov,sandia.gov,http://sg.sandia.gov,Department of Energy,Executive,No
sgtt.sandia.gov,sandia.gov,http://sgtt.sandia.gov,Department of Energy,Executive,No
share.sandia.gov,sandia.gov,https://share.sandia.gov,Department of Energy,Executive,No
sharepoint.sandia.gov,sandia.gov,https://sharepoint.sandia.gov,Department of Energy,Executive,No
sierradist.sandia.gov,sandia.gov,http://sierradist.sandia.gov,Department of Energy,Executive,No
software.sandia.gov,sandia.gov,https://software.sandia.gov,Department of Energy,Executive,No
solarpaces2008.sandia.gov,sandia.gov,http://solarpaces2008.sandia.gov,Department of Energy,Executive,No
son.ca.sandia.gov,sandia.gov,http://son.ca.sandia.gov,Department of Energy,Executive,No
sparta.sandia.gov,sandia.gov,http://sparta.sandia.gov,Department of Energy,Executive,No
spparks.sandia.gov,sandia.gov,http://spparks.sandia.gov,Department of Energy,Executive,No
sscs.sandia.gov,sandia.gov,http://sscs.sandia.gov,Department of Energy,Executive,No
ssls.sandia.gov,sandia.gov,http://ssls.sandia.gov,Department of Energy,Executive,No
sst.sandia.gov,sandia.gov,http://sst.sandia.gov,Department of Energy,Executive,No
supplierportal-dev.sandia.gov,sandia.gov,http://supplierportal-dev.sandia.gov,Department of Energy,Executive,No
supplierportal-qual.sandia.gov,sandia.gov,http://supplierportal-qual.sandia.gov,Department of Energy,Executive,No
supplierportal.sandia.gov,sandia.gov,http://supplierportal.sandia.gov,Department of Energy,Executive,No
swga.sandia.gov,sandia.gov,http://swga.sandia.gov,Department of Energy,Executive,No
techweb.sandia.gov,sandia.gov,https://techweb.sandia.gov,Department of Energy,Executive,No
tedsprod.sandia.gov,sandia.gov,http://tedsprod.sandia.gov,Department of Energy,Executive,No
testing.sandia.gov,sandia.gov,http://testing.sandia.gov,Department of Energy,Executive,No
troux-dev.sandia.gov,sandia.gov,http://troux-dev.sandia.gov,Department of Energy,Executive,No
troux-qual.sandia.gov,sandia.gov,http://troux-qual.sandia.gov,Department of Energy,Executive,No
troux.sandia.gov,sandia.gov,http://troux.sandia.gov,Department of Energy,Executive,No
ttr.sandia.gov,sandia.gov,http://ttr.sandia.gov,Department of Energy,Executive,No
umbra.sandia.gov,sandia.gov,http://umbra.sandia.gov,Department of Energy,Executive,No
webcars.sandia.gov,sandia.gov,https://webcars.sandia.gov,Department of Energy,Executive,No
webmail.ca.sandia.gov,sandia.gov,https://webmail.ca.sandia.gov,Department of Energy,Executive,No
webmail.sandia.gov,sandia.gov,https://webmail.sandia.gov,Department of Energy,Executive,No
webprod.sandia.gov,sandia.gov,http://webprod.sandia.gov,Department of Energy,Executive,No
windpower.sandia.gov,sandia.gov,http://windpower.sandia.gov,Department of Energy,Executive,No
windworkshops.sandia.gov,sandia.gov,http://windworkshops.sandia.gov,Department of Energy,Executive,No
woundedwarrior.sandia.gov,sandia.gov,http://woundedwarrior.sandia.gov,Department of Energy,Executive,No
wsga.sandia.gov,sandia.gov,http://wsga.sandia.gov,Department of Energy,Executive,No
www-irn.sandia.gov,sandia.gov,https://www-irn.sandia.gov,Department of Energy,Executive,No
www.biosecurity.sandia.gov,sandia.gov,http://www.biosecurity.sandia.gov,Department of Energy,Executive,No
www.ca.sandia.gov,sandia.gov,http://www.ca.sandia.gov,Department of Energy,Executive,No
www.cmc.sandia.gov,sandia.gov,http://www.cmc.sandia.gov,Department of Energy,Executive,No
www.cs.sandia.gov,sandia.gov,http://www.cs.sandia.gov,Department of Energy,Executive,No
www.idart.sandia.gov,sandia.gov,http://www.idart.sandia.gov,Department of Energy,Executive,No
www.imr.sandia.gov,sandia.gov,http://www.imr.sandia.gov,Department of Energy,Executive,No
www.mems.sandia.gov,sandia.gov,http://www.mems.sandia.gov,Department of Energy,Executive,No
www.mti.sandia.gov,sandia.gov,http://www.mti.sandia.gov,Department of Energy,Executive,No
www.nstc.sandia.gov,sandia.gov,http://www.nstc.sandia.gov,Department of Energy,Executive,No
www.prod.sandia.gov,sandia.gov,http://www.prod.sandia.gov,Department of Energy,Executive,No
www.ran.sandia.gov,sandia.gov,http://www.ran.sandia.gov,Department of Energy,Executive,No
www.z-beamlet.sandia.gov,sandia.gov,http://www.z-beamlet.sandia.gov,Department of Energy,Executive,No
xyce.sandia.gov,sandia.gov,https://xyce.sandia.gov,Department of Energy,Executive,No
ympleadlab.sandia.gov,sandia.gov,https://ympleadlab.sandia.gov,Department of Energy,Executive,No
ymprai.sandia.gov,sandia.gov,https://ymprai.sandia.gov,Department of Energy,Executive,No
savingsbond.gov,savingsbond.gov,https://savingsbond.gov,Department of the Treasury,Executive,Yes
savingsbonds.gov,savingsbonds.gov,https://savingsbonds.gov,Department of the Treasury,Executive,Yes
savingsbondwizard.gov,savingsbondwizard.gov,https://savingsbondwizard.gov,Department of the Treasury,Executive,Yes
api.sba.gov,sba.gov,http://api.sba.gov,Small Business Administration,Executive,No
awards.sba.gov,sba.gov,http://awards.sba.gov,Small Business Administration,Executive,No
catweb.sba.gov,sba.gov,http://catweb.sba.gov,Small Business Administration,Executive,Yes
catweb2.sba.gov,sba.gov,http://catweb2.sba.gov,Small Business Administration,Executive,Yes
caweb.sba.gov,sba.gov,http://caweb.sba.gov,Small Business Administration,Executive,Yes
certify.sba.gov,sba.gov,https://certify.sba.gov,Small Business Administration,Executive,Yes
classroom.sba.gov,sba.gov,http://classroom.sba.gov,Small Business Administration,Executive,No
disasterloan.sba.gov,sba.gov,https://disasterloan.sba.gov,Small Business Administration,Executive,No
dsbs.sba.gov,sba.gov,http://dsbs.sba.gov,Small Business Administration,Executive,Yes
enile.sba.gov,sba.gov,http://enile.sba.gov,Small Business Administration,Executive,Yes
enilesp.sba.gov,sba.gov,http://enilesp.sba.gov,Small Business Administration,Executive,No
es.sba.gov,sba.gov,https://es.sba.gov,Small Business Administration,Executive,Yes
events.sba.gov,sba.gov,https://events.sba.gov,Small Business Administration,Executive,No
eweb.sba.gov,sba.gov,http://eweb.sba.gov,Small Business Administration,Executive,Yes
eweb1.sba.gov,sba.gov,https://eweb1.sba.gov,Small Business Administration,Executive,Yes
eweb1sp.sba.gov,sba.gov,https://eweb1sp.sba.gov,Small Business Administration,Executive,Yes
imedia.sba.gov,sba.gov,http://imedia.sba.gov,Small Business Administration,Executive,No
nationalsmallbusinessweek.sba.gov,sba.gov,https://www.nationalsmallbusinessweek.sba.gov,Small Business Administration,Executive,No
pro-net.sba.gov,sba.gov,http://pro-net.sba.gov,Small Business Administration,Executive,Yes
pronet.sba.gov,sba.gov,http://pronet.sba.gov,Small Business Administration,Executive,No
remote.sba.gov,sba.gov,http://remote.sba.gov,Small Business Administration,Executive,No
remoteproxy.sba.gov,sba.gov,http://remoteproxy.sba.gov,Small Business Administration,Executive,No
sba.gov,sba.gov,https://www.sba.gov,Small Business Administration,Executive,Yes
sft.sba.gov,sba.gov,https://sft.sba.gov,Small Business Administration,Executive,No
staging-certify.sba.gov,sba.gov,https://staging-certify.sba.gov,Small Business Administration,Executive,No
ultra3d.sba.gov,sba.gov,http://ultra3d.sba.gov,Small Business Administration,Executive,No
web.sba.gov,sba.gov,http://web.sba.gov,Small Business Administration,Executive,Yes
www.certify.sba.gov,sba.gov,https://www.certify.sba.gov,Small Business Administration,Executive,No
www.nationalsmallbusinessweek.sba.gov,sba.gov,http://www.nationalsmallbusinessweek.sba.gov,Small Business Administration,Executive,No
www.pro-net.sba.gov,sba.gov,http://www.pro-net.sba.gov,Small Business Administration,Executive,No
www.pronet.sba.gov,sba.gov,http://www.pronet.sba.gov,Small Business Administration,Executive,No
www.staging-certify.sba.gov,sba.gov,https://www.staging-certify.sba.gov,Small Business Administration,Executive,No
sbir.gov,sbir.gov,https://www.sbir.gov,Small Business Administration,Executive,No
sbst.gov,sbst.gov,https://sbst.gov,General Services Administration,Executive,Yes
ciencia.science.gov,science.gov,http://ciencia.science.gov,Department of Energy,Executive,No
m.science.gov,science.gov,http://m.science.gov,Department of Energy,Executive,No
science.gov,science.gov,https://science.gov,Department of Energy,Executive,No
stemgradstudents.science.gov,science.gov,http://stemgradstudents.science.gov,Department of Energy,Executive,No
stemundergrads.science.gov,science.gov,http://stemundergrads.science.gov,Department of Energy,Executive,No
audio.science360.gov,science360.gov,http://audio.science360.gov,National Science Foundation,Executive,No
live.science360.gov,science360.gov,http://live.science360.gov,National Science Foundation,Executive,No
media.science360.gov,science360.gov,http://media.science360.gov,National Science Foundation,Executive,No
news.science360.gov,science360.gov,https://news.science360.gov,National Science Foundation,Executive,No
science360.gov,science360.gov,https://science360.gov,National Science Foundation,Executive,No
beta.sciencebase.gov,sciencebase.gov,https://beta.sciencebase.gov,Department of the Interior,Executive,No
blm.sciencebase.gov,sciencebase.gov,https://blm.sciencebase.gov,Department of the Interior,Executive,Yes
feedback.sciencebase.gov,sciencebase.gov,http://feedback.sciencebase.gov,Department of the Interior,Executive,No
fws.sciencebase.gov,sciencebase.gov,https://fws.sciencebase.gov,Department of the Interior,Executive,No
multihazards.sciencebase.gov,sciencebase.gov,https://multihazards.sciencebase.gov,Department of the Interior,Executive,No
ndc.sciencebase.gov,sciencebase.gov,https://ndc.sciencebase.gov,Department of the Interior,Executive,No
sciencebase.gov,sciencebase.gov,https://www.sciencebase.gov,Department of the Interior,Executive,Yes
sdr.gov,sdr.gov,http://www.sdr.gov,Department of Commerce,Executive,Yes
adviserinfo.sec.gov,sec.gov,https://adviserinfo.sec.gov,Securities and Exchange Commission,Executive,Yes
anywhere.sec.gov,sec.gov,https://anywhere.sec.gov,Securities and Exchange Commission,Executive,No
casarray.sec.gov,sec.gov,https://casarray.sec.gov,Securities and Exchange Commission,Executive,No
edgarcompany.sec.gov,sec.gov,http://www.edgarcompany.sec.gov,Securities and Exchange Commission,Executive,Yes
filermanagement.edgarfiling.sec.gov,sec.gov,http://www.filermanagement.edgarfiling.sec.gov,Securities and Exchange Commission,Executive,Yes
files.sec.gov,sec.gov,http://files.sec.gov,Securities and Exchange Commission,Executive,No
ftp.sec.gov,sec.gov,http://ftp.sec.gov,Securities and Exchange Commission,Executive,No
ftp2.sec.gov,sec.gov,http://ftp2.sec.gov,Securities and Exchange Commission,Executive,No
go.sec.gov,sec.gov,https://go.sec.gov,Securities and Exchange Commission,Executive,No
gopiv.sec.gov,sec.gov,http://gopiv.sec.gov,Securities and Exchange Commission,Executive,No
mdm.sec.gov,sec.gov,http://mdm.sec.gov,Securities and Exchange Commission,Executive,No
meetings.sec.gov,sec.gov,https://meetings.sec.gov,Securities and Exchange Commission,Executive,No
meetings1.sec.gov,sec.gov,https://meetings1.sec.gov,Securities and Exchange Commission,Executive,No
meetings2.sec.gov,sec.gov,http://meetings2.sec.gov,Securities and Exchange Commission,Executive,No
portal.edgarfiling.sec.gov,sec.gov,http://www.portal.edgarfiling.sec.gov,Securities and Exchange Commission,Executive,Yes
projectchange.sec.gov,sec.gov,http://projectchange.sec.gov,Securities and Exchange Commission,Executive,No
regandsurvey.sec.gov,sec.gov,http://regandsurvey.sec.gov,Securities and Exchange Commission,Executive,No
rsahelp.sec.gov,sec.gov,http://rsahelp.sec.gov,Securities and Exchange Commission,Executive,No
search.sec.gov,sec.gov,https://search.sec.gov,Securities and Exchange Commission,Executive,No
searchwww.sec.gov,sec.gov,http://searchwww.sec.gov,Securities and Exchange Commission,Executive,No
searchwww1.sec.gov,sec.gov,https://searchwww1.sec.gov,Securities and Exchange Commission,Executive,No
searchwww2.sec.gov,sec.gov,https://searchwww2.sec.gov,Securities and Exchange Commission,Executive,No
sec.gov,sec.gov,https://www.sec.gov,Securities and Exchange Commission,Executive,Yes
secowa.sec.gov,sec.gov,https://secowa.sec.gov,Securities and Exchange Commission,Executive,No
secra.sec.gov,sec.gov,http://secra.sec.gov,Securities and Exchange Commission,Executive,No
secra2.sec.gov,sec.gov,http://secra2.sec.gov,Securities and Exchange Commission,Executive,No
secrm.glb.sec.gov,sec.gov,https://secrm.glb.sec.gov,Securities and Exchange Commission,Executive,No
secsearch.sec.gov,sec.gov,https://secsearch.sec.gov,Securities and Exchange Commission,Executive,Yes
secvpn.sec.gov,sec.gov,http://secvpn.sec.gov,Securities and Exchange Commission,Executive,No
tts.sec.gov,sec.gov,http://tts.sec.gov,Securities and Exchange Commission,Executive,No
vdi-d1.sec.gov,sec.gov,http://vdi-d1.sec.gov,Securities and Exchange Commission,Executive,No
vdi-d2.sec.gov,sec.gov,http://vdi-d2.sec.gov,Securities and Exchange Commission,Executive,No
virtual.sec.gov,sec.gov,http://virtual.sec.gov,Securities and Exchange Commission,Executive,No
wft.sec.gov,sec.gov,https://wft.sec.gov,Securities and Exchange Commission,Executive,No
wft1.sec.gov,sec.gov,https://wft1.sec.gov,Securities and Exchange Commission,Executive,No
wft2.sec.gov,sec.gov,https://wft2.sec.gov,Securities and Exchange Commission,Executive,No
www-test.sec.gov,sec.gov,https://www-test.sec.gov,Securities and Exchange Commission,Executive,Yes
www.adviserinfo.sec.gov,sec.gov,https://www.adviserinfo.sec.gov,Securities and Exchange Commission,Executive,No
www.edgarcompany.sec.gov,sec.gov,http://www.edgarcompany.sec.gov,Securities and Exchange Commission,Executive,No
www.edgarfiling.sec.gov,sec.gov,http://www.edgarfiling.sec.gov,Securities and Exchange Commission,Executive,No
www.filermanagement.edgarfiling.sec.gov,sec.gov,http://www.filermanagement.edgarfiling.sec.gov,Securities and Exchange Commission,Executive,No
www.onlineforms.edgarfiling.sec.gov,sec.gov,http://www.onlineforms.edgarfiling.sec.gov,Securities and Exchange Commission,Executive,No
www.portal.edgarfiling.sec.gov,sec.gov,http://www.portal.edgarfiling.sec.gov,Securities and Exchange Commission,Executive,No
www2.sec.gov,sec.gov,http://www2.sec.gov,Securities and Exchange Commission,Executive,No
xbrl.sec.gov,sec.gov,http://xbrl.sec.gov,Securities and Exchange Commission,Executive,No
legacy.secretservice.gov,secretservice.gov,https://legacy.secretservice.gov,Department of Homeland Security,Executive,No
secretservice.gov,secretservice.gov,https://www.secretservice.gov,Department of Homeland Security,Executive,Yes
smt.secretservice.gov,secretservice.gov,http://smt.secretservice.gov,Department of Homeland Security,Executive,No
registration.section508.gov,section508.gov,https://registration.section508.gov,General Services Administration,Executive,Yes
section508.gov,section508.gov,https://section508.gov,General Services Administration,Executive,Yes
training.section508.gov,section508.gov,https://training.section508.gov,General Services Administration,Executive,Yes
segurosocial.gov,segurosocial.gov,https://segurosocial.gov,Social Security Administration,Executive,No
selectagents.gov,selectagents.gov,https://www.selectagents.gov,Department of Health And Human Services,Executive,No
selectusa.gov,selectusa.gov,https://www.selectusa.gov,Department of Commerce,Executive,Yes
